gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	chr_hg19	tss_hg19
AL160291.1	ENSG00000262412	10	27243130	27250804	+	27243130	chr10	27532059
LRRC37A6P	ENSG00000230445	10	27246350	27259455	-	27259455	chr10	27548384
ARMC4P1	ENSG00000238021	10	27258762	27288824	+	27258762	chr10	27547691
AL355493.4	ENSG00000278830	10	27313723	27316587	+	27313723	chr10	27602652
RNU6-666P	ENSG00000200369	10	27315120	27315226	+	27315120	chr10	27604049
AL355493.1	ENSG00000215409	10	27331357	27341252	-	27341252	chr10	27630181
RNU6-452P	ENSG00000207135	10	27335501	27335607	-	27335607	chr10	27624536
AL355493.2	ENSG00000260151	10	27343436	27344917	+	27343436	chr10	27632365
FAM210CP	ENSG00000213770	10	27349717	27350290	-	27350290	chr10	27639219
TRIAP1P1	ENSG00000237956	10	27378138	27378362	-	27378362	chr10	27667291
PTCHD3	ENSG00000182077	10	27398187	27414368	-	27414368	chr10	27703297
RAB18	ENSG00000099246	10	27504174	27542237	+	27504174	chr10	27793103
MKX	ENSG00000150051	10	27672875	27746060	-	27746060	chr10	28034989
MKX-AS1	ENSG00000230500	10	27744786	27767794	+	27744786	chr10	28033715
RN7SKP132	ENSG00000251810	10	27783846	27784053	-	27784053	chr10	28072982
ARMC4	ENSG00000169126	10	27812164	27999048	-	27999048	chr10	28287977
RPL36AP55	ENSG00000226016	10	27904209	27905162	+	27904209	chr10	28193138
AL390866.1	ENSG00000233472	10	27999788	28049615	+	27999788	chr10	28288717
MRPS21P5	ENSG00000226395	10	28004702	28004932	+	28004702	chr10	28293631
MPP7	ENSG00000150054	10	28050993	28334486	-	28334486	chr10	28623415
MIR8086	ENSG00000275036	10	28289258	28289350	-	28289350	chr10	28578279
AC022021.1	ENSG00000282996	10	28303300	28307658	+	28303300	chr10	28592229
ZNF101P1	ENSG00000237746	10	28338554	28340942	-	28340942	chr10	28629871
U3	ENSG00000222666	10	28408039	28408251	-	28408251	chr10	28697180
AL358234.1	ENSG00000237128	10	28433008	28495813	-	28495813	chr10	28784742
RPSAP10	ENSG00000224439	10	28436201	28437078	+	28436201	chr10	28725130
RN7SKP39	ENSG00000222705	10	28442575	28442896	-	28442896	chr10	28731825
WAC-AS1	ENSG00000254635	10	28522652	28532743	-	28532743	chr10	28821672
WAC	ENSG00000095787	10	28532493	28623112	+	28532493	chr10	28821422
RNU4ATAC6P	ENSG00000252401	10	28652630	28652755	+	28652630	chr10	28941559
TPRKBP1	ENSG00000231911	10	28658987	28659467	+	28658987	chr10	28947916
RNU6-1067P	ENSG00000207483	10	28667919	28668025	+	28667919	chr10	28956848
BAMBI	ENSG00000095739	10	28677342	28682939	+	28677342	chr10	28966271
AL355376.1	ENSG00000236716	10	28743745	28744663	+	28743745	chr10	29032674
RNU6-270P	ENSG00000201001	10	28760699	28760803	-	28760803	chr10	29049732
LINC00837	ENSG00000235824	10	28789188	28796113	-	28796113	chr10	29085042
LINC01517	ENSG00000232624	10	28792668	28808219	+	28792668	chr10	29081597
AL355376.2	ENSG00000271220	10	28806121	28813458	+	28806121	chr10	29095050
C10orf126	ENSG00000204365	10	28846408	28881898	+	28846408	chr10	29135337
RNA5SP308	ENSG00000199402	10	28874393	28874507	-	28874507	chr10	29163436
RPL21P93	ENSG00000229605	10	28898996	28899484	-	28899484	chr10	29188413
LYZL1	ENSG00000120563	10	29289061	29318328	+	29289061	chr10	29577990
SVIL-AS1	ENSG00000224597	10	29409402	29487745	+	29409402	chr10	29698331
PTCHD3P1	ENSG00000274985	10	29421476	29422012	-	29422012	chr10	29710941
SVIL	ENSG00000197321	10	29457338	29736781	-	29736781	chr10	30025710
MIR604	ENSG00000207612	10	29545004	29545097	-	29545097	chr10	29834026
SNORD115	ENSG00000212411	10	29575306	29575381	+	29575306	chr10	29864235
MIR938	ENSG00000216035	10	29602264	29602346	-	29602346	chr10	29891275
CKS1BP2	ENSG00000225976	10	29697935	29698174	+	29697935	chr10	29986864
RNU6-908P	ENSG00000222092	10	29711915	29712008	+	29711915	chr10	30000844
AL353093.1	ENSG00000237936	10	29891032	29891467	-	29891467	chr10	30180396
JCAD	ENSG00000165757	10	30012800	30115494	-	30115494	chr10	30404423
RNU6-598P	ENSG00000200887	10	30299569	30299673	-	30299673	chr10	30588602
EEF1A1P39	ENSG00000230125	10	30301823	30302072	-	30302072	chr10	30591001
AL353796.1	ENSG00000259994	10	30302826	30306066	-	30306066	chr10	30594995
MTPAP	ENSG00000107951	10	30309801	30374448	-	30374448	chr10	30663377
DNM1P17	ENSG00000250833	10	30353706	30357365	+	30353706	chr10	30642635
GOLGA2P6	ENSG00000241621	10	30364410	30374386	-	30374386	chr10	30663315
RN7SL241P	ENSG00000239625	10	30366064	30366299	-	30366299	chr10	30655228
MIR7162	ENSG00000284277	10	30368597	30368665	-	30368665	chr10	30657594
NIFKP1	ENSG00000214434	10	30380174	30381062	+	30380174	chr10	30669103
AL161651.1	ENSG00000235679	10	30383400	30383622	+	30383400	chr10	30672329
CCND3P1	ENSG00000224473	10	30403197	30403776	-	30403776	chr10	30692705
MAP3K8	ENSG00000107968	10	30433937	30461833	+	30433937	chr10	30722866
HNRNPA1P32	ENSG00000213778	10	30517616	30518861	-	30518861	chr10	30807790
AL590068.1	ENSG00000228800	10	30553854	30554483	-	30554483	chr10	30843412
RN7SL63P	ENSG00000239744	10	30555601	30555904	-	30555904	chr10	30844833
AL590068.2	ENSG00000230298	10	30576699	30580182	+	30576699	chr10	30865628
LYZL2	ENSG00000151033	10	30611779	30629762	-	30629762	chr10	30918691
SVILP1	ENSG00000234814	10	30655489	30717266	+	30655489	chr10	30944418
AL451107.1	ENSG00000230720	10	30723251	30723740	+	30723251	chr10	31012180
ZNF438	ENSG00000183621	10	30820207	31031937	-	31031937	chr10	31320866
AL359532.1	ENSG00000272914	10	30831828	30833387	-	30833387	chr10	31122316
DDX10P1	ENSG00000237135	10	30919012	30921235	-	30921235	chr10	31210164
AL356258.1	ENSG00000272381	10	31187883	31261910	+	31187883	chr10	31476812
ZEB1-AS1	ENSG00000237036	10	31206278	31320447	-	31320447	chr10	31609376
RNA5SP309	ENSG00000252479	10	31259599	31259704	+	31259599	chr10	31548528
ZEB1	ENSG00000148516	10	31318495	31529814	+	31318495	chr10	31607424
SPTLC1P1	ENSG00000230397	10	31360955	31361215	+	31360955	chr10	31649884
AL161935.1	ENSG00000223834	10	31604600	31606218	+	31604600	chr10	31893528
AL161935.2	ENSG00000231855	10	31628540	31628599	-	31628599	chr10	31917527
AL161935.3	ENSG00000237797	10	31693084	31707388	-	31707388	chr10	31996316
Y_RNA	ENSG00000222412	10	31756042	31756136	-	31756136	chr10	32045064
ARHGAP12	ENSG00000165322	10	31805404	31928876	-	31928876	chr10	32217804
HMGB1P7	ENSG00000231148	10	31913143	31913754	+	31913143	chr10	32202071
RPL34P19	ENSG00000230240	10	31983885	31984554	+	31983885	chr10	32272813
RN7SL825P	ENSG00000239731	10	31992087	31992381	-	31992381	chr10	32281309
KIF5B	ENSG00000170759	10	32009010	32056431	-	32056431	chr10	32345359
Y_RNA	ENSG00000206660	10	32056746	32056839	+	32056746	chr10	32345674
RPS4XP11	ENSG00000234335	10	32102522	32103293	-	32103293	chr10	32392221
AL161932.2	ENSG00000235113	10	32109861	32111666	+	32109861	chr10	32398789
AL161932.1	ENSG00000234811	10	32111644	32111789	-	32111789	chr10	32400717
RNU7-22P	ENSG00000252482	10	32173684	32173744	+	32173684	chr10	32462612
PPIAP31	ENSG00000217094	10	32188323	32188817	-	32188817	chr10	32477745
RPS24P13	ENSG00000233190	10	32231849	32232245	-	32232245	chr10	32521173
AL158834.2	ENSG00000227253	10	32266289	32269474	+	32266289	chr10	32555217
EPC1	ENSG00000120616	10	32267751	32378798	-	32378798	chr10	32667726
AL158834.1	ENSG00000226842	10	32281686	32282829	+	32281686	chr10	32570614
AL391839.2	ENSG00000233825	10	32346499	32347179	+	32346499	chr10	32635427
AL391839.1	ENSG00000229327	10	32347397	32374488	+	32347397	chr10	32636325
RNU6-1244P	ENSG00000200484	10	32394558	32394665	-	32394665	chr10	32683593
CCDC7	ENSG00000216937	10	32446140	32882874	+	32446140	chr10	32735068
C1DP1	ENSG00000231245	10	32511336	32511737	-	32511737	chr10	32800665
AL365203.2	ENSG00000273038	10	32887255	32889311	-	32889311	chr10	33178239
ITGB1	ENSG00000150093	10	32900319	33005792	-	33005792	chr10	33294720
AK3P5	ENSG00000228816	10	32944481	32944999	+	32944481	chr10	33233409
ITGB1-DT	ENSG00000229656	10	32958845	33082102	+	32958845	chr10	33247773
MTND4LP11	ENSG00000234163	10	33023368	33023647	-	33023647	chr10	33312575
RN7SL847P	ENSG00000265319	10	33034655	33034924	-	33034924	chr10	33323852
AL365203.1	ENSG00000229878	10	33035469	33035664	-	33035664	chr10	33324592
RPL7AP53	ENSG00000235962	10	33057615	33058407	-	33058407	chr10	33347335
AL121748.1	ENSG00000233387	10	33096257	33116672	-	33116672	chr10	33405600
NRP1	ENSG00000099250	10	33177492	33336262	-	33336262	chr10	33625190
AL121748.2	ENSG00000238258	10	33211277	33213804	+	33211277	chr10	33500205
RN7SL398P	ENSG00000244356	10	33288304	33288601	-	33288601	chr10	33577529
AL353600.1	ENSG00000273012	10	33341655	33341905	+	33341655	chr10	33630583
AC018980.1	ENSG00000226412	10	33578931	33600040	-	33600040	chr10	33888968
AL450313.1	ENSG00000203565	10	33684755	33687064	+	33684755	chr10	33973683
LINC00838	ENSG00000261683	10	33759713	33772658	-	33772658	chr10	34061586
RPL23P11	ENSG00000226407	10	33864313	33864723	+	33864313	chr10	34153241
AL117338.1	ENSG00000223470	10	33909238	33917804	+	33909238	chr10	34198166
PARD3	ENSG00000148498	10	34109560	34815325	-	34815325	chr10	35104253
Y_RNA	ENSG00000199200	10	34201979	34202074	-	34202074	chr10	34491002
ELOBP4	ENSG00000234167	10	34488583	34488878	-	34488878	chr10	34777806
RPL37P18	ENSG00000229235	10	34663859	34664101	-	34664101	chr10	34953029
RPS12P16	ENSG00000215184	10	34675635	34676041	-	34676041	chr10	34964969
PARD3-AS1	ENSG00000226386	10	34815767	34816386	+	34815767	chr10	35104695
SS18L2P1	ENSG00000232525	10	34875210	34875422	+	34875210	chr10	35164138
RNU6-847P	ENSG00000223047	10	34926775	34926882	+	34926775	chr10	35215703
RNU6-193P	ENSG00000222909	10	34942969	34943075	+	34942969	chr10	35231897
PRDX2P2	ENSG00000213724	10	34965069	34966259	+	34965069	chr10	35253997
AL392046.2	ENSG00000283000	10	34969909	34975578	+	34969909	chr10	35258837
CUL2	ENSG00000108094	10	35008551	35090642	-	35090642	chr10	35379570
MIR3611	ENSG00000266228	10	35079598	35079680	-	35079680	chr10	35368608
AL392046.1	ENSG00000230534	10	35098006	35127020	-	35127020	chr10	35415948
CREM	ENSG00000095794	10	35126791	35212958	+	35126791	chr10	35415719
RNU7-77P	ENSG00000253054	10	35135443	35135502	+	35135443	chr10	35424371
ATP6V1G1P4	ENSG00000233343	10	35158306	35158640	+	35158306	chr10	35447234
AL117336.2	ENSG00000269952	10	35210416	35210750	+	35210416	chr10	35499344
AL117336.1	ENSG00000233200	10	35219894	35230598	-	35230598	chr10	35519526
RNU6-794P	ENSG00000253070	10	35231331	35231394	-	35231394	chr10	35520322
CCNY	ENSG00000108100	10	35247025	35572669	+	35247025	chr10	35535953
RNU6-1167P	ENSG00000200097	10	35250959	35251052	-	35251052	chr10	35539980
AL117336.3	ENSG00000271335	10	35314552	35336401	-	35336401	chr10	35625329
AL121749.1	ENSG00000273312	10	35604485	35608153	-	35608153	chr10	35897081
GJD4	ENSG00000177291	10	35605410	35608935	+	35605410	chr10	35894338
FZD8	ENSG00000177283	10	35638249	35642278	-	35642278	chr10	35931206
MIR4683	ENSG00000284265	10	35641172	35641252	-	35641252	chr10	35930180
RPL7P37	ENSG00000226646	10	35697300	35698037	+	35697300	chr10	35986228
PCAT5	ENSG00000280719	10	35778302	35800920	+	35778302	chr10	36067230
AL365500.1	ENSG00000227313	10	35896874	35898963	-	35898963	chr10	36187891
AL355300.1	ENSG00000227475	10	36089086	36089389	-	36089389	chr10	36378317
MTND5P17	ENSG00000236626	10	36432882	36434484	-	36434484	chr10	36723412
MTND4P18	ENSG00000228694	10	36434710	36435174	-	36435174	chr10	36724102
AL590730.1	ENSG00000237002	10	36438616	36442392	+	36438616	chr10	36727544
SNORA40	ENSG00000274458	10	36438661	36438788	+	36438661	chr10	36727589
NAMPTP1	ENSG00000229644	10	36521721	36524234	-	36524234	chr10	36813162
Y_RNA	ENSG00000207271	10	36626015	36626138	-	36626138	chr10	36915066
AL390061.1	ENSG00000238176	10	36940109	36943932	+	36940109	chr10	37229037
MKNK2P1	ENSG00000233533	10	36944111	36944738	-	36944738	chr10	37233666
ARL6IP1P2	ENSG00000225355	10	36995023	36995585	+	36995023	chr10	37283951
ANKRD30A	ENSG00000148513	10	37125788	37384111	+	37125788	chr10	37414716
RNU6-811P	ENSG00000206796	10	37135237	37135343	+	37135237	chr10	37424165
AL157387.1	ENSG00000234918	10	37240887	37242049	+	37240887	chr10	37529815
LINC00993	ENSG00000235687	10	37248118	37347031	+	37248118	chr10	37537046
RN7SL314P	ENSG00000244402	10	37297398	37297689	+	37297398	chr10	37586326
Y_RNA	ENSG00000252621	10	37303000	37303109	-	37303109	chr10	37592037
TMEM161BP1	ENSG00000237970	10	37337415	37338871	+	37337415	chr10	37626343
VN1R53P	ENSG00000236313	10	37348616	37349572	+	37348616	chr10	37637544
TACC1P1	ENSG00000224920	10	37523011	37544701	+	37523011	chr10	37811939
MTND1P18	ENSG00000225276	10	37600796	37601368	-	37601368	chr10	37890296
MTRNR2L7	ENSG00000256892	10	37601440	37602974	-	37602974	chr10	37891902
AL132657.1	ENSG00000226578	10	37775371	37784131	-	37784131	chr10	38073059
ZNF248	ENSG00000198105	10	37776526	37858106	-	37858106	chr10	38147034
AL132657.2	ENSG00000260137	10	37791580	37791937	+	37791580	chr10	38080508
ZNF33BP1	ENSG00000225192	10	37794276	37796109	-	37796109	chr10	38085037
TLK2P2	ENSG00000228828	10	37818606	37820982	-	37820982	chr10	38109910
AL135791.1	ENSG00000236514	10	37857740	37859110	+	37857740	chr10	38146668
ZNF37CP	ENSG00000151963	10	37883594	37884109	+	37883594	chr10	38172522
ZNF33CP	ENSG00000235197	10	37894637	37896666	+	37894637	chr10	38183565
ZNF25	ENSG00000175395	10	37949572	37976633	-	37976633	chr10	38265561
AL117337.1	ENSG00000226447	10	37976825	37992467	+	37976825	chr10	38265753
Y_RNA	ENSG00000206840	10	37994863	37994975	+	37994863	chr10	38283791
ZNF33A	ENSG00000189180	10	38010650	38065088	+	38010650	chr10	38299578
RNU6-795P	ENSG00000252132	10	38043873	38043975	-	38043975	chr10	38332903
AL161931.1	ENSG00000275675	10	38068449	38068694	-	38068694	chr10	38357622
EIF3LP3	ENSG00000226086	10	38080056	38080877	-	38080877	chr10	38369805
FXYD6P2	ENSG00000235964	10	38091764	38092051	-	38092051	chr10	38380979
ZNF37A	ENSG00000075407	10	38094334	38150293	+	38094334	chr10	38383262
AL117339.5	ENSG00000283930	10	38094368	38360098	+	38094368	chr10	38383296
AL117339.4	ENSG00000272983	10	38137337	38144399	+	38137337	chr10	38426265
AL117339.2	ENSG00000225965	10	38161570	38161749	+	38161570	chr10	38450498
AL117339.1	ENSG00000224761	10	38164648	38212417	+	38164648	chr10	38453576
AL133217.1	ENSG00000226113	10	38247922	38333155	+	38247922	chr10	38536850
AL117339.3	ENSG00000234941	10	38250442	38250603	-	38250603	chr10	38539531
HSD17B7P2	ENSG00000099251	10	38356380	38378505	+	38356380	chr10	38645308
SEPT7P9	ENSG00000120555	10	38383069	38402916	-	38402916	chr10	38691844
AL133216.2	ENSG00000276805	10	38403189	38452153	+	38403189	chr10	38692117
RNU6-1118P	ENSG00000222314	10	38423625	38423728	+	38423625	chr10	38712553
CICP9	ENSG00000228882	10	38452987	38455365	-	38455365	chr10	38744293
AL133216.1	ENSG00000203496	10	38453181	38466176	+	38453181	chr10	38742109
ABCD1P2	ENSG00000215151	10	38601418	38605609	+	38601418	chr10	38894549
AL133173.2	ENSG00000277133	10	38617255	38617344	+	38617255	chr10	38910386
PABPC1P12	ENSG00000225638	10	38635908	38638082	+	38635908	chr10	38929039
SLC9B1P3	ENSG00000233867	10	38640971	38689068	-	38689068	chr10	38982199
ACTR3BP5	ENSG00000227264	10	38696424	38697902	+	38696424	chr10	38989555
CHEK2P5	ENSG00000234541	10	38713195	38719229	+	38713195	chr10	39006326
AL133173.1	ENSG00000227679	10	38762095	38762491	-	38762491	chr10	39055622
AL590623.1	ENSG00000233832	10	38783004	38783108	+	38783004	chr10	39076135
KSR1P1	ENSG00000229485	10	42149310	42149549	-	42149549	chr10	42644997
IGKV1OR10-1	ENSG00000237592	10	42185339	42185791	+	42185339	chr10	42680787
AL031601.1	ENSG00000271650	10	42209990	42210383	+	42209990	chr10	42705438
AL031601.2	ENSG00000274167	10	42242721	42276842	+	42242721	chr10	42738169
PABPC1P8	ENSG00000228755	10	42279734	42281819	-	42281819	chr10	42777267
BX322639.1	ENSG00000215146	10	42331866	42367974	-	42367974	chr10	42863422
CCNYL2	ENSG00000182632	10	42408168	42475349	-	42475349	chr10	42970797
AL391099.1	ENSG00000279239	10	42470082	42470268	-	42470268	chr10	42965716
LINC00839	ENSG00000185904	10	42475543	42495336	+	42475543	chr10	42970991
ZNF37BP	ENSG00000234420	10	42513510	42552822	-	42552822	chr10	43048270
FXYD6P1	ENSG00000270762	10	42555440	42555724	+	42555440	chr10	43050888
EIF3LP2	ENSG00000233837	10	42566677	42567483	+	42566677	chr10	43062125
ZNF33B	ENSG00000196693	10	42574185	42638568	-	42638568	chr10	43134016
AL022345.3	ENSG00000277479	10	42578500	42578727	+	42578500	chr10	43073948
AL022345.1	ENSG00000272319	10	42579724	42579858	+	42579724	chr10	43075172
AL022345.2	ENSG00000272387	10	42583241	42583375	+	42583241	chr10	43078689
RNU6-1170P	ENSG00000251783	10	42605158	42605263	+	42605158	chr10	43100606
VN1R54P	ENSG00000232109	10	42660728	42661776	+	42660728	chr10	43156176
LINC01518	ENSG00000233515	10	42674197	42691723	-	42691723	chr10	43187171
CUBNP1	ENSG00000231009	10	42694371	42714575	-	42714575	chr10	43210023
AL022344.1	ENSG00000234864	10	42696035	42706453	+	42696035	chr10	43191483
RSU1P1	ENSG00000230425	10	42725857	42737159	+	42725857	chr10	43221305
DUXAP3	ENSG00000270552	10	42747544	42748687	-	42748687	chr10	43244135
AL022344.2	ENSG00000259869	10	42751178	42752145	-	42752145	chr10	43247593
BMS1	ENSG00000165733	10	42782801	42834937	+	42782801	chr10	43278249
RNU6-885P	ENSG00000252416	10	42832447	42832550	-	42832550	chr10	43327998
AL365199.1	ENSG00000234944	10	42871521	42874060	+	42871521	chr10	43366969
LINC01264	ENSG00000229630	10	42979017	42981507	-	42981507	chr10	43476955
MIR5100	ENSG00000263795	10	42997563	42997681	+	42997563	chr10	43493011
RET	ENSG00000165731	10	43077027	43130351	+	43077027	chr10	43572475
AC010864.1	ENSG00000273008	10	43136824	43138334	-	43138334	chr10	43633782
CSGALNACT2	ENSG00000169826	10	43138486	43185308	+	43138486	chr10	43633934
RASGEF1A	ENSG00000198915	10	43194535	43266919	-	43266919	chr10	43762367
AC068707.1	ENSG00000224265	10	43323665	43327932	+	43323665	chr10	43819113
RNU6ATAC11P	ENSG00000221468	10	43341786	43341910	+	43341786	chr10	43837234
FXYD4	ENSG00000150201	10	43371642	43376335	+	43371642	chr10	43867090
HNRNPF	ENSG00000169813	10	43385617	43409166	-	43409166	chr10	43904614
SNORD3J	ENSG00000221400	10	43417249	43417438	-	43417438	chr10	43912886
AL450326.1	ENSG00000230555	10	43420738	43422100	+	43420738	chr10	43916186
ZNF487	ENSG00000243660	10	43436841	43483179	+	43436841	chr10	43932289
RNU7-193P	ENSG00000252532	10	43458065	43458129	+	43458065	chr10	43953513
AL450326.2	ENSG00000236114	10	43523256	43525217	+	43523256	chr10	44018704
ZNF239	ENSG00000196793	10	43556344	43574618	-	43574618	chr10	44070066
CAP1P2	ENSG00000232004	10	43604843	43606251	-	43606251	chr10	44101699
ZNF485	ENSG00000198298	10	43606407	43617903	+	43606407	chr10	44101855
ZNF32-AS3	ENSG00000223910	10	43628817	43674703	+	43628817	chr10	44124265
AL645634.2	ENSG00000237389	10	43630882	43631564	-	43631564	chr10	44127012
RPL21P88	ENSG00000238263	10	43630947	43631382	+	43630947	chr10	44126395
ZNF32	ENSG00000169740	10	43643859	43648856	-	43648856	chr10	44144304
ZNF32-AS1	ENSG00000226245	10	43643872	43645047	+	43643872	chr10	44139320
ZNF32-AS2	ENSG00000230565	10	43645942	43648019	+	43645942	chr10	44141390
AL645634.1	ENSG00000228426	10	43665668	43667005	+	43665668	chr10	44161116
AL355989.2	ENSG00000271173	10	43728217	43728728	+	43728217	chr10	44223665
UQCRHP3	ENSG00000224162	10	43732334	43732584	+	43732334	chr10	44227782
ELOCP30	ENSG00000223746	10	43741437	43742350	-	43742350	chr10	44237798
AL355989.1	ENSG00000234973	10	43777562	43778825	-	43778825	chr10	44274273
HNRNPA3P1	ENSG00000226790	10	43789249	43790387	-	43790387	chr10	44285835
LINC00619	ENSG00000204187	10	43845306	43850622	+	43845306	chr10	44340754
LINC00840	ENSG00000226808	10	43859411	43895433	+	43859411	chr10	44354859
AL139237.2	ENSG00000236769	10	43901365	43912326	-	43912326	chr10	44407774
AL139237.1	ENSG00000227029	10	43912444	43914236	+	43912444	chr10	44407892
LINC00841	ENSG00000233395	10	43939003	43944466	+	43939003	chr10	44434451
AL137026.2	ENSG00000237590	10	44259602	44261813	-	44261813	chr10	44757261
AL137026.1	ENSG00000229116	10	44282926	44293709	-	44293709	chr10	44789157
C10orf142	ENSG00000277288	10	44292569	44294649	+	44292569	chr10	44788017
CXCL12	ENSG00000107562	10	44370165	44386493	-	44386493	chr10	44881941
RPL9P21	ENSG00000214089	10	44414649	44415153	-	44415153	chr10	44910601
AL356157.2	ENSG00000270767	10	44488335	44488445	-	44488445	chr10	44983893
AL356157.1	ENSG00000234580	10	44591208	44602104	-	44602104	chr10	45097552
EIF2AP4	ENSG00000227395	10	44806443	44808223	+	44806443	chr10	45301891
TMEM72-AS1	ENSG00000224812	10	44811024	44959689	-	44959689	chr10	45455137
AL353801.2	ENSG00000234504	10	44899614	44920220	-	44920220	chr10	45415668
TMEM72	ENSG00000187783	10	44911200	44937002	+	44911200	chr10	45406648
