	mean gene expression	Enf prediction, Reference, fine-tuned
ENSG00000107201	3.002498	2.943853
ENSG00000197579	3.840033	4.471141
ENSG00000165264	5.252230	5.255603
ENSG00000137074	4.309004	6.885033
ENSG00000086061	7.497571	7.293442
ENSG00000122692	5.561897	5.244260
ENSG00000086062	2.763259	3.694315
ENSG00000107262	5.749673	4.826682
ENSG00000086065	6.114890	5.694406
ENSG00000086102	5.150041	4.915593
ENSG00000165271	5.188462	4.073999
ENSG00000010438	4.037227	3.404407
ENSG00000107341	6.018256	5.797682
ENSG00000137073	4.649973	5.196685
ENSG00000198876	4.086364	5.589528
ENSG00000165006	5.982054	5.791050
ENSG00000164978	3.985515	3.711554
ENSG00000164976	6.030840	5.604400
ENSG00000164972	3.675821	3.363096
ENSG00000164970	7.211586	7.504588
ENSG00000168913	6.576106	6.468926
ENSG00000122756	5.947554	5.193645
ENSG00000164967	3.692702	4.036185
ENSG00000137100	5.906461	5.072261
ENSG00000147955	4.921743	4.401244
ENSG00000213930	4.326891	4.857594
ENSG00000137070	4.129086	4.143947
ENSG00000187186	3.663579	5.173601
ENSG00000122733	7.297985	7.022324
ENSG00000137094	4.499224	5.429838
ENSG00000165280	7.277850	5.828955
ENSG00000221829	3.312194	3.109125
ENSG00000165282	3.635903	4.415458
ENSG00000165283	5.422456	4.729895
ENSG00000005238	5.153229	4.687388
ENSG00000198722	5.864154	3.896988
ENSG00000198853	7.264835	5.226357
ENSG00000107140	5.280998	5.352129
ENSG00000159884	2.158908	4.316798
ENSG00000198467	5.025332	4.300930
ENSG00000137076	6.284497	6.599849
ENSG00000107175	5.542350	5.839687
ENSG00000070610	6.716436	6.040571
ENSG00000107185	4.521356	6.072760
ENSG00000159899	4.026767	4.757097
ENSG00000137098	2.407150	3.832115
ENSG00000137133	3.917157	4.016848
ENSG00000137103	5.513627	4.980261
ENSG00000122707	3.358363	5.041711
ENSG00000122694	3.146095	4.223087
ENSG00000122705	6.993221	6.199669
ENSG00000159921	4.353381	3.422208
ENSG00000137075	5.601517	5.714905
ENSG00000281649	5.234179	4.051596
ENSG00000147905	3.181396	3.789458
ENSG00000137106	5.795296	5.050403
ENSG00000168795	3.375982	4.536011
ENSG00000137054	3.528881	3.837704
ENSG00000147912	4.449256	4.760167
ENSG00000175768	4.927746	5.356728
ENSG00000070601	2.489214	3.707146
ENSG00000165275	3.310957	3.666896
ENSG00000107371	2.997625	3.857194
ENSG00000122741	4.454651	4.228310
ENSG00000122696	2.687593	4.292512
ENSG00000107338	2.986128	5.093523
ENSG00000137124	3.258498	3.310458
ENSG00000273036	2.321920	2.837018
ENSG00000106714	2.010559	3.120723
ENSG00000276291	2.482010	3.842362
ENSG00000280077	2.667272	3.646632
ENSG00000276462	2.446378	4.399306
ENSG00000215126	2.659561	4.221312
ENSG00000232815	2.373472	3.713127
ENSG00000147996	2.607163	4.618818
ENSG00000107242	4.447195	4.684812
ENSG00000187866	4.251814	4.535874
ENSG00000165060	2.520948	4.398293
ENSG00000119139	5.097224	3.780993
ENSG00000135063	3.971908	4.360090
ENSG00000107282	6.796339	5.362262
ENSG00000188647	4.878499	4.889379
ENSG00000198887	3.840135	3.922540
ENSG00000119138	6.156750	4.230748
ENSG00000083067	4.618296	3.073467
ENSG00000135048	4.667439	4.345943
ENSG00000107362	4.369481	5.231425
ENSG00000155621	2.821352	4.410566
ENSG00000119125	6.665298	4.292087
ENSG00000107372	7.771134	6.937810
ENSG00000165092	5.866582	5.058672
ENSG00000135046	3.538376	2.461275
ENSG00000198963	6.119871	4.460358
ENSG00000135045	3.447080	3.737556
ENSG00000156017	3.453834	4.178725
ENSG00000106733	4.453399	4.662157
ENSG00000134996	4.911330	5.596161
ENSG00000099139	2.527666	3.991946
ENSG00000135002	5.469244	4.781117
ENSG00000187210	2.283659	4.289148
ENSG00000106772	7.054787	6.372887
ENSG00000197969	5.205142	4.414085
ENSG00000156049	3.255078	2.914603
ENSG00000156052	7.312098	7.012541
ENSG00000148019	4.119854	3.073230
ENSG00000135069	6.581328	5.462411
ENSG00000106829	4.807111	5.695870
ENSG00000196781	5.590219	5.202127
ENSG00000172159	3.269317	3.790778
ENSG00000148057	3.608149	4.753835
ENSG00000135018	6.945342	6.484666
ENSG00000165113	3.488461	3.759465
ENSG00000165118	2.730369	3.933607
ENSG00000165119	8.057682	6.632141
ENSG00000178966	2.602782	5.617066
ENSG00000148053	9.429487	6.727582
ENSG00000135049	5.348028	5.196284
ENSG00000165121	2.760565	3.653540
ENSG00000135040	3.802552	4.437577
ENSG00000135052	6.957215	4.335223
ENSG00000135070	5.835749	5.241914
ENSG00000083223	3.502990	3.467597
ENSG00000180447	2.040667	2.816317
ENSG00000196730	5.949153	4.966197
ENSG00000135047	5.461464	4.566813
ENSG00000156345	4.500182	3.726827
ENSG00000106723	7.269585	5.962678
ENSG00000213694	3.320018	4.543059
ENSG00000148082	7.696012	6.758088
ENSG00000187742	5.415302	4.833224
ENSG00000187764	6.242863	5.273458
ENSG00000130222	3.431250	3.879972
ENSG00000165023	7.354528	6.487992
ENSG00000148090	4.350388	4.941353
ENSG00000165030	3.752272	4.527435
ENSG00000090054	4.481819	3.880375
ENSG00000196305	6.107014	5.044869
ENSG00000198000	4.069965	3.756140
ENSG00000127080	2.089232	4.859214
ENSG00000185963	5.334909	5.262332
ENSG00000187984	3.523916	4.437007
ENSG00000127081	2.497520	3.867845
ENSG00000165233	4.548059	4.292409
ENSG00000131669	4.456624	4.181631
ENSG00000165238	6.469489	5.460371
ENSG00000188938	4.953749	5.351888
ENSG00000048828	6.111090	6.041238
ENSG00000197724	5.323775	5.070998
ENSG00000158079	3.657189	3.836365
ENSG00000175787	3.266914	3.791596
ENSG00000148110	4.912357	4.749498
ENSG00000148120	3.989082	4.093114
ENSG00000158169	2.035057	4.090018
ENSG00000185920	4.661258	4.548472
ENSG00000182150	3.272486	3.701651
ENSG00000225194	3.040557	3.663440
ENSG00000130958	2.562836	3.233677
ENSG00000130956	6.883145	6.830935
ENSG00000081377	4.940655	5.018978
ENSG00000158122	2.443511	3.754671
ENSG00000081386	3.950160	3.644121
ENSG00000196597	2.011949	3.824890
ENSG00000196312	3.352930	4.931962
ENSG00000197816	3.506977	2.975420
ENSG00000196116	4.489300	4.423951
ENSG00000136842	4.787384	4.526009
ENSG00000136925	2.923151	4.679234
ENSG00000136937	4.799327	5.397091
ENSG00000136936	3.891433	4.899131
ENSG00000136932	2.750775	3.785152
ENSG00000136938	5.663533	6.030185
ENSG00000095380	3.906606	4.258871
ENSG00000106785	3.587562	2.557972
ENSG00000106789	3.168942	4.706413
ENSG00000095383	3.277532	4.031888
ENSG00000136928	7.738853	6.833390
ENSG00000165138	4.781080	4.909018
ENSG00000106799	3.594658	5.200963
ENSG00000119523	3.916091	4.639587
ENSG00000106803	4.422341	5.174523
ENSG00000119508	3.016180	4.512837
ENSG00000136874	3.232422	4.174107
ENSG00000023318	4.527573	4.970374
ENSG00000119509	2.885557	4.468498
ENSG00000136891	4.047391	3.992641
ENSG00000066697	3.760666	5.427242
ENSG00000241697	5.312642	6.065937
ENSG00000148123	3.550693	4.528834
ENSG00000136897	4.435660	4.568591
ENSG00000136870	4.691645	4.722336
ENSG00000165152	5.958781	4.481559
ENSG00000155827	5.423982	4.039391
ENSG00000198785	3.198182	4.214633
ENSG00000136824	3.501198	3.695935
ENSG00000136783	4.277935	4.736063
ENSG00000165028	2.769213	3.923081
ENSG00000165029	3.584489	3.939810
ENSG00000070214	6.369534	7.128413
ENSG00000106701	4.785571	4.858039
ENSG00000106692	4.110845	2.899677
ENSG00000095209	2.576857	3.521229
ENSG00000148143	3.689555	4.550818
ENSG00000119318	6.701629	6.947979
ENSG00000136826	3.304914	3.506323
ENSG00000070061	5.748719	4.176647
ENSG00000119328	4.278193	3.965357
ENSG00000119326	3.817294	3.579751
ENSG00000106771	6.394608	5.332543
ENSG00000260230	6.592125	5.738151
ENSG00000095203	5.377351	4.852184
ENSG00000070159	4.155775	4.228867
ENSG00000136810	6.153885	5.581068
ENSG00000165124	2.463109	3.638146
ENSG00000198121	6.355126	4.955495
ENSG00000136813	6.815043	4.956906
ENSG00000106853	4.151188	4.583077
ENSG00000059769	2.982774	3.939225
ENSG00000242616	4.434707	4.939449
ENSG00000148154	4.792745	4.859307
ENSG00000259953	2.944104	3.188349
ENSG00000106868	3.288162	4.593375
ENSG00000119314	4.385012	4.100442
ENSG00000119471	5.357365	4.054209
ENSG00000165185	3.398969	3.938911
ENSG00000148153	4.761406	4.534787
ENSG00000148158	5.455609	5.228796
ENSG00000228623	2.571583	3.283972
ENSG00000136866	2.272350	3.139194
ENSG00000119321	4.952643	4.602633
ENSG00000136868	4.073064	4.592058
ENSG00000176386	2.161192	4.269310
ENSG00000136875	4.228820	4.662756
ENSG00000148225	2.841549	3.615860
ENSG00000119411	2.053047	3.853515
ENSG00000119431	3.698301	4.120484
ENSG00000148218	6.538714	5.560767
ENSG00000148229	5.118019	4.439234
ENSG00000138835	4.258667	4.419669
ENSG00000157657	2.818632	4.252073
ENSG00000196739	3.723183	3.557400
ENSG00000106948	3.950812	4.191349
ENSG00000095397	4.250257	3.866073
ENSG00000136888	5.931340	6.267140
ENSG00000157693	5.886277	5.406867
ENSG00000041982	2.077061	3.949127
ENSG00000148219	4.826828	5.357093
ENSG00000119401	3.655580	4.204912
ENSG00000136869	3.750046	5.123960
ENSG00000078725	6.176975	4.950604
ENSG00000136861	4.829591	4.808873
ENSG00000106780	6.226475	5.646845
ENSG00000119402	5.686853	5.167319
ENSG00000095261	4.166516	3.881091
ENSG00000226752	4.043563	3.846809
ENSG00000119403	4.168381	4.305323
ENSG00000056558	3.880163	3.667160
ENSG00000106804	2.542580	4.076743
ENSG00000119397	3.397133	3.414012
ENSG00000119396	6.784728	4.889469
ENSG00000148180	7.143524	3.432158
ENSG00000148175	6.449619	4.236874
ENSG00000204136	3.480484	4.407370
ENSG00000136848	6.819749	5.941567
ENSG00000261534	4.630784	4.410566
ENSG00000175764	3.222345	4.902690
ENSG00000119421	5.947428	5.178355
ENSG00000106852	4.203752	4.479231
ENSG00000119446	4.935556	4.517375
ENSG00000148187	4.096512	4.686114
ENSG00000136940	3.507723	4.378126
ENSG00000056586	5.340018	5.816567
ENSG00000186130	3.104721	3.794699
ENSG00000171448	3.121242	3.669698
ENSG00000011454	6.492519	4.475294
ENSG00000236901	5.368579	4.007442
ENSG00000165209	5.070871	4.687756
ENSG00000148204	4.009217	4.496899
ENSG00000119522	5.595066	5.076443
ENSG00000106689	5.916292	4.256638
ENSG00000236668	2.424755	4.785359
ENSG00000119408	5.168282	4.941354
ENSG00000136930	6.310093	5.156186
ENSG00000148200	2.501324	4.102873
ENSG00000185585	2.200248	3.012399
ENSG00000136942	7.133391	6.559230
ENSG00000136950	6.146576	6.379556
ENSG00000136935	4.540590	4.306826
ENSG00000173611	5.230370	5.348821
ENSG00000119414	5.801471	5.060258
ENSG00000136933	4.495419	3.984294
ENSG00000044574	7.402433	6.300839
ENSG00000165219	5.116918	4.387136
ENSG00000119487	6.271798	5.347883
ENSG00000167081	3.070003	3.927230
ENSG00000196814	5.745942	5.208591
ENSG00000169155	4.423904	4.682512
ENSG00000177125	3.559984	4.853022
ENSG00000136828	5.339948	4.981332
ENSG00000136859	3.043098	3.323545
ENSG00000136895	5.150316	4.955393
ENSG00000136856	4.440680	4.148490
ENSG00000197958	7.149825	6.150956
ENSG00000148356	5.371458	5.806588
ENSG00000136830	5.000601	4.969456
ENSG00000136854	9.290818	4.980633
ENSG00000187024	2.911846	5.167539
ENSG00000160404	3.413108	4.089225
ENSG00000095370	4.528240	3.492870
ENSG00000136807	6.164842	5.443953
ENSG00000136877	4.302997	3.306325
ENSG00000106991	4.640185	4.678890
ENSG00000106992	6.216222	6.196170
ENSG00000160408	7.704214	4.120765
ENSG00000136840	3.597352	4.781110
ENSG00000136908	4.797917	4.553763
ENSG00000167106	6.818260	6.143443
ENSG00000171169	2.545132	5.109459
ENSG00000148339	5.190458	5.171330
ENSG00000234771	3.228773	4.205196
ENSG00000148334	6.057545	4.802676
ENSG00000171159	6.547025	6.205249
ENSG00000148337	6.391708	6.276820
ENSG00000106976	9.411889	5.241144
ENSG00000167110	5.945789	5.441823
ENSG00000175854	3.347368	5.163163
ENSG00000167112	5.422151	5.059302
ENSG00000167113	5.320312	5.080070
ENSG00000167114	5.546518	5.331198
ENSG00000167118	5.394254	5.118942
ENSG00000207955	3.112287	3.683407
ENSG00000167123	7.202659	7.662395
ENSG00000136811	4.483524	5.057381
ENSG00000119392	4.096944	3.947791
ENSG00000197694	9.588048	7.738253
ENSG00000119333	4.168323	4.049561
ENSG00000119335	7.215980	4.238293
ENSG00000160447	2.251772	3.217537
ENSG00000160446	2.105786	3.178367
ENSG00000160445	7.306453	5.151994
ENSG00000107021	6.020387	5.168180
ENSG00000167136	2.779151	5.028991
ENSG00000198917	4.754002	4.144817
ENSG00000171097	4.241965	5.829791
ENSG00000136802	7.130602	6.243541
ENSG00000175287	4.012838	4.552792
ENSG00000175283	3.102229	4.506958
ENSG00000095319	4.689994	4.459872
ENSG00000148341	7.546681	5.601157
ENSG00000148343	5.368240	5.017875
ENSG00000167130	3.803534	4.353169
ENSG00000095321	5.779482	5.838083
ENSG00000119383	7.732021	5.294229
ENSG00000188483	3.112685	5.668931
ENSG00000233901	2.412296	4.795556
ENSG00000204054	4.435229	5.064200
ENSG00000148335	3.372052	5.389838
ENSG00000148331	5.220020	4.440860
ENSG00000148344	2.295650	3.935577
ENSG00000136816	3.855305	4.207814
ENSG00000136827	4.807842	5.235834
ENSG00000136819	5.967424	5.183778
ENSG00000136878	5.752328	4.733944
ENSG00000187239	6.406126	6.856312
ENSG00000148358	6.252856	4.687170
ENSG00000107130	9.664516	7.753599
ENSG00000130707	5.591348	4.532847
ENSG00000107164	5.142213	4.852905
ENSG00000130713	4.154659	4.618300
ENSG00000097007	5.619557	4.235922
ENSG00000050555	2.716197	3.178085
ENSG00000126878	6.572655	4.607002
ENSG00000126883	4.878458	4.393372
ENSG00000126882	3.802579	4.193367
ENSG00000160539	4.201560	5.684010
ENSG00000130714	5.544032	4.489555
ENSG00000130717	5.493825	4.967946
ENSG00000107263	6.694947	5.934386
ENSG00000160563	3.866218	4.750597
ENSG00000196358	5.437078	6.034522
ENSG00000107290	5.569090	4.754997
ENSG00000125482	3.617032	3.870717
ENSG00000125485	2.818141	4.295240
ENSG00000125484	4.491153	3.993595
ENSG00000165698	4.001677	3.589170
ENSG00000165699	6.242999	5.072697
ENSG00000196205	2.356511	3.359306
ENSG00000148308	5.168342	4.256961
ENSG00000160271	6.904517	4.938994
ENSG00000148288	2.262915	3.459147
ENSG00000175164	2.100013	3.705424
ENSG00000148296	5.361301	5.291959
ENSG00000148297	4.771799	6.116110
ENSG00000148303	8.245305	6.522704
ENSG00000148290	4.844027	4.291482
ENSG00000148291	4.030872	4.689172
ENSG00000148248	6.091627	5.550632
ENSG00000148300	4.473244	4.355940
ENSG00000160323	4.188314	4.417849
ENSG00000160325	3.919447	4.131167
ENSG00000160326	4.915140	5.219932
ENSG00000197859	4.405706	4.353008
ENSG00000196990	5.497075	6.001635
ENSG00000225756	2.149237	4.100789
ENSG00000123453	2.672971	3.997287
ENSG00000160293	4.512471	4.439061
ENSG00000235106	5.952943	4.913729
ENSG00000169925	4.517754	4.889845
ENSG00000196363	5.145487	5.090689
ENSG00000186350	6.247636	5.183522
ENSG00000130635	3.317720	3.101409
ENSG00000130558	9.562434	6.741995
ENSG00000225361	2.004069	5.164312
ENSG00000196422	5.557767	5.333939
ENSG00000160345	2.500135	4.859088
ENSG00000122140	4.401432	4.016995
ENSG00000165643	4.883202	4.479384
ENSG00000107147	6.662079	5.391402
ENSG00000130559	5.944611	4.922795
ENSG00000130560	5.640560	5.414632
ENSG00000148411	7.256159	4.978304
ENSG00000238227	5.404017	4.880497
ENSG00000165661	4.194573	4.205539
ENSG00000160360	5.785076	5.487622
ENSG00000213221	3.016407	4.695528
ENSG00000165684	4.677467	4.631707
ENSG00000165689	4.154686	4.793939
ENSG00000165688	5.537842	4.708078
ENSG00000148384	5.082027	4.716658
ENSG00000148396	6.166896	4.490554
ENSG00000148400	5.068797	4.430401
ENSG00000172889	6.143128	4.162250
ENSG00000169692	3.584460	3.664763
ENSG00000165716	4.405317	5.031139
ENSG00000233016	4.061717	4.832634
ENSG00000177984	2.108251	4.372111
ENSG00000244187	4.751634	4.468068
ENSG00000196642	7.409130	5.645018
ENSG00000232434	5.916090	4.171676
ENSG00000054148	5.406561	4.203557
ENSG00000177943	3.231192	3.661633
ENSG00000107223	6.975717	6.906032
ENSG00000127191	3.785086	4.178637
ENSG00000159069	6.765990	5.737673
ENSG00000184925	2.272718	5.879688
ENSG00000107317	9.211998	4.527351
ENSG00000214402	3.884207	5.709644
ENSG00000148362	4.737044	4.680125
ENSG00000107331	8.504344	5.055417
ENSG00000180539	2.108645	5.547828
ENSG00000107281	7.580018	8.354125
ENSG00000054179	3.039852	5.813184
ENSG00000186193	3.328932	3.397490
ENSG00000197355	4.127433	4.460646
ENSG00000268996	2.322531	5.004993
ENSG00000177239	5.438486	5.395207
ENSG00000176978	6.644709	5.297606
ENSG00000176884	8.922282	7.940284
ENSG00000176248	5.048388	4.116122
ENSG00000176101	4.880893	4.247282
ENSG00000176058	4.670674	5.032190
ENSG00000187713	4.911212	4.441630
ENSG00000188566	3.604899	4.568390
ENSG00000212864	6.130281	6.212822
ENSG00000188229	7.495141	6.900357
ENSG00000188986	6.352970	4.415323
ENSG00000198435	2.692476	4.042143
ENSG00000187609	4.538557	4.458320
ENSG00000188747	4.314690	4.433482
ENSG00000165802	9.055272	7.263212
ENSG00000130653	5.082828	5.788208
ENSG00000182154	6.821456	5.175616
ENSG00000148399	4.526095	4.404389
ENSG00000165724	4.136663	4.553294
ENSG00000197070	4.846525	3.867406
ENSG00000203993	3.856893	4.837787
ENSG00000181090	4.947865	4.958649
ENSG00000148408	6.043656	5.433582
ENSG00000015171	6.940715	5.608800
ENSG00000151240	5.615973	6.654409
ENSG00000225140	2.519185	4.965338
ENSG00000107929	5.479926	5.841128
ENSG00000107937	4.622323	4.488603
ENSG00000232656	2.363666	3.901892
ENSG00000067064	6.486799	5.720230
ENSG00000047056	5.308707	4.781743
ENSG00000185736	5.160750	3.686617
ENSG00000067057	7.522005	5.392641
ENSG00000107959	6.235420	5.106696
ENSG00000067082	5.068081	4.956274
ENSG00000187134	3.091893	3.654824
ENSG00000151632	2.353183	3.961881
ENSG00000196139	3.296098	3.467270
ENSG00000173848	4.975491	4.319769
ENSG00000196372	4.887313	4.257406
ENSG00000108021	4.686206	4.477685
ENSG00000057608	6.522474	4.817835
ENSG00000134461	2.941120	4.797571
ENSG00000134452	4.828294	5.100539
ENSG00000134453	6.028110	5.743038
ENSG00000170525	6.734608	4.106973
ENSG00000065675	2.781076	3.553936
ENSG00000237943	2.365390	3.602529
ENSG00000198879	4.051577	3.585074
ENSG00000123243	4.885452	4.377680
ENSG00000151657	3.287651	5.519507
ENSG00000165629	6.702430	6.209651
ENSG00000165632	3.839649	3.816016
ENSG00000270111	2.021163	7.196384
ENSG00000048740	7.335960	4.967033
ENSG00000148429	3.659525	4.315475
ENSG00000151461	5.306958	4.925462
ENSG00000181192	4.343774	3.880869
ENSG00000065665	5.314729	4.515102
ENSG00000165609	4.431671	4.870674
ENSG00000151465	5.006577	4.634540
ENSG00000183049	7.598267	5.916981
ENSG00000151468	5.891272	6.060470
ENSG00000123240	7.100842	5.199484
ENSG00000107537	4.885057	4.065445
ENSG00000086475	5.043559	4.131438
ENSG00000165626	2.990499	4.143401
ENSG00000165630	3.296745	4.647682
ENSG00000239665	3.066227	3.789754
ENSG00000151474	5.254800	4.446708
ENSG00000065809	5.136525	4.055631
ENSG00000187522	3.469609	4.370069
ENSG00000152455	2.038634	3.958029
ENSG00000152457	2.061529	4.198253
ENSG00000176244	4.365311	5.311932
ENSG00000152464	2.348262	3.563760
ENSG00000152465	4.554141	5.271891
ENSG00000148468	6.961343	6.194756
ENSG00000077943	2.747472	2.379056
ENSG00000148481	4.874306	4.005587
ENSG00000165983	5.947688	2.402338
ENSG00000165985	3.654186	5.121531
ENSG00000148484	4.482650	4.578014
ENSG00000107614	2.348146	5.462842
ENSG00000026025	6.915113	3.434342
ENSG00000136738	4.788723	5.500778
ENSG00000148482	4.488519	5.652982
ENSG00000165995	5.331481	4.533654
ENSG00000241058	3.750079	4.012581
ENSG00000165997	4.183842	4.113246
ENSG00000120594	4.291906	4.388564
ENSG00000078114	7.425893	5.070238
ENSG00000204682	3.448227	4.221753
ENSG00000180592	2.416119	4.778219
ENSG00000078403	4.504997	4.736958
ENSG00000136770	3.088548	4.492840
ENSG00000148444	4.247922	4.833036
ENSG00000168283	5.578082	4.485554
ENSG00000150867	6.870360	6.974494
ENSG00000148450	4.898208	4.250577
ENSG00000165312	3.502063	4.561689
ENSG00000120549	4.851820	3.990562
ENSG00000107863	8.052266	6.112957
ENSG00000099256	4.050827	4.163150
ENSG00000151023	2.850602	5.000258
ENSG00000185875	3.251137	3.915309
ENSG00000151025	5.497708	5.539178
ENSG00000136750	5.659483	5.749615
ENSG00000077420	2.156884	4.698168
ENSG00000136754	6.143468	6.045081
ENSG00000283709	3.334946	3.940579
ENSG00000107890	3.680541	3.748486
ENSG00000136758	5.929787	3.653931
ENSG00000120539	2.443866	4.372997
ENSG00000107897	5.864848	4.840072
ENSG00000099246	6.448985	6.094071
ENSG00000150051	2.872631	3.525545
ENSG00000150054	3.406443	4.070904
ENSG00000254635	4.981453	6.034215
ENSG00000095787	7.274743	5.290953
ENSG00000095739	3.090170	3.053105
ENSG00000224597	3.438518	6.135211
ENSG00000197321	2.959664	2.789136
ENSG00000165757	5.687670	5.788841
ENSG00000259994	2.632149	3.799225
ENSG00000107951	3.728004	4.435047
ENSG00000107968	2.286121	3.402830
ENSG00000183621	2.957116	3.819090
ENSG00000237036	2.208108	5.476410
ENSG00000148516	6.009959	3.843928
ENSG00000165322	5.207428	5.242232
ENSG00000170759	7.577939	6.521006
ENSG00000120616	4.157568	4.165762
ENSG00000150093	5.113126	4.229285
ENSG00000099250	4.485005	5.178290
