tracks,weights
CHIP:H3K9me3:chorionic villus female embryo (40 weeks),-0.042695
CHIP:H3K4me1:CD4-positive; alpha-beta memory T cell,0
CHIP:eGFP-ZNF169:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:SK-N-SH,0
CHIP:H3K27ac:HCT116,0
CHIP:H3K4me3:neural progenitor cell originated from H9,0
CHIP:CTCF:breast epithelium female adult (51 year),0
CHIP:CTCF:gastroesophageal sphincter male adult (54 years),0
CHIP:3xFLAG-NR2F1:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me3:neuroepithelial stem cell genetically modified using stable transfection originated from H9,0
CHIP:REST:H1-hESC,0
CHIP:MNT:MCF-7,0
CHIP:TRIM25:K562,0
CHIP:H3K4me1:mesendoderm originated from H1-hESC,0
CHIP:ELK1:IMR-90,0
CHIP:H3K4me1:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years),0
CHIP:eGFP-ZNF521:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-ZNF639:HepG2 genetically modified using CRISPR,0
CHIP:H3K27me3:liver male adult (32 years),0
CHIP:3xFLAG-TEAD3:HepG2 genetically modified using CRISPR,0
CHIP:H3K27ac:foreskin keratinocyte male newborn,0
CHIP:H3K9ac:skeletal muscle tissue male adult (54 years),0
CHIP:POLR2A:transverse colon male adult (37 years),0
CHIP:CTCF:thoracic aorta male adult (37 years),0
CHIP:H3K9me3:mammary epithelial cell female adult (18 years),0.033933
CHIP:eGFP-ZNF580:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me3:K562,0
CHIP:H3K4me1:skeletal muscle tissue male adult (54 years),0
CHIP:eGFP-ZNF404:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-ATF4:HepG2 genetically modified using CRISPR,0
CHIP:ARNT:K562,0
CHIP:NFATC3:K562,0
CHIP:RB1:K562,0
CHIP:3xFLAG-DMAP1:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me1:right cardiac atrium male adult (34 years),-0.04344
CHIP:eGFP-TAF7:K562 genetically modified using stable transfection,0
CHIP:H3K9me3:chorionic villus embryo (16 weeks),0
CHIP:H3K36me3:lung female adult (30 years),0
CHIP:H3K27me3:neurosphere embryo (15 weeks) originated from ganglionic eminence,0
CHIP:H3K9ac:caudate nucleus female adult (75 years),0
CHIP:H3F3A:smooth muscle cell originated from H9,0.023386
CHIP:H3K4me2:IMR-90,0.00665
CHIP:H3K36me3:aorta male adult (34 years),0
CHIP:H3K9me3:GM23248,0
CHIP:eGFP-BCL6B:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CTCF:LNCAP treated with 10 nM 17B-hydroxy-5a-androstan-3-one for 4 hours,0
CHIP:H3K27me3:chorionic villus male embryo (16 weeks),0
CHIP:POLR2A:upper lobe of left lung male adult (37 years),0
CHIP:eGFP-ZNF354B:K562 genetically modified using stable transfection,0
CHIP:H3K27ac:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:H3K27me3:T-helper 17 cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:H4K5ac:H1-hESC,0
CHIP:MLLT1:K562,0
CHIP:H3K27me3:heart right ventricle male child (3 years),0
CHIP:eGFP-ZNF398:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:heart male embryo (91 day),0
CHIP:H3K36me3:endodermal cell originated from HUES64,-0.013292
CHIP:EP300:omental fat pad female adult (53 years),0
CHIP:H3K27ac:gastroesophageal sphincter female adult (53 years),0
CHIP:H2AFZ:neural progenitor cell originated from H9,0
CHIP:H3F3A:OCI-LY1,0
CHIP:H3K27ac:liver female adult (25 years),0
CHIP:H3K9me3:T-helper 17 cell originated from blood cell,0
CHIP:H3K9me3:foreskin keratinocyte male newborn,0
CHIP:H3K9me3:SK-N-MC,0
CHIP:eGFP-ZNF23:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27ac:esophagus male adult (34 years),0
CHIP:eGFP-ZNF792:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:EP300:HeLa-S3,0
CHIP:IKZF2:GM12878,0
CHIP:H3K9me3:iPS DF 6.9 male newborn,0
CHIP:H3K4me3:common myeloid progenitor; CD34-positive female adult (27 years),0
CHIP:CEBPB:GM12878,0
CHIP:H3K36me3:CD8-positive; alpha-beta T cell male adult (21 year),0
CHIP:ETS1:HepG2,0
CHIP:H3K9me3:sigmoid colon female adult (53 years),0
CHIP:H3K9ac:liver female adult (25 years),0
CHIP:ZNF207:HepG2,0
CHIP:H3F3A:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0.006196
CHIP:H4K20me1:MM.1S,0
CHIP:EP300:stomach male adult (54 years),0
CHIP:KHSRP:K562,0.001091
CHIP:H3K27me3:muscle of trunk female embryo (115 days),0
CHIP:NCOA3:MCF-7,0
CHIP:H3K14ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:H3K27me3:neuron originated from H9,0
CHIP:H3K9me3:Parathyroid adenoma male adult (62 years),-0.049238
CHIP:H3K36me3:neuroepithelial stem cell genetically modified using stable transfection originated from H9,0
CHIP:H3K4me1:hepatocyte originated from H9,0
CHIP:H3K36me3:body of pancreas male adult (37 years),0
CHIP:eGFP-ZNF146:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:ectodermal cell originated from embryonic stem cell,0
CHIP:U2AF1:K562,0
CHIP:H3K36me3:germinal matrix male embryo (20 weeks),0.036758
CHIP:H3K9me3:mid-neurogenesis radial glial cells genetically modified using stable transfection originated from H9,0
CHIP:POLR2A:spleen female adult (51 year),0
CHIP:H3K4me1:common myeloid progenitor; CD34-positive male adult (42 years),0
CHIP:H3K36me3:layer of hippocampus male adult (73 years),0
CHIP:eGFP-ZNF610:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:neural stem progenitor cell originated from H1-hESC,0
CHIP:H3K36me3:peripheral blood mononuclear cell male adult (39 years),-0.051062
CHIP:H3K4me2:NCI-H929,0
CHIP:eGFP-YY2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:CD4-positive; alpha-beta T cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:CTCF:spleen female adult (53 years),0
CHIP:H3K36me3:rectal smooth muscle tissue female adult (50 years),0
CHIP:H3K4me3:cingulate gyrus female adult (75 years),0
CHIP:H3K27ac:foreskin melanocyte male newborn,0
CHIP:H3K36me3:CD8-positive; alpha-beta T cell,0
CHIP:H3K27me3:neural stem progenitor cell originated from H1-hESC,0
CHIP:H3K9me3:neurosphere embryo (15 weeks) originated from ganglionic eminence,0.021112
CHIP:H3K27ac:muscle layer of duodenum male adult (59 years),0
CHIP:ZNF24:K562,0
CHIP:H3K79me2:hepatocyte originated from H9,0
CHIP:POLR2A:vagina female adult (51 year),0
CHIP:EP300:ovary female adult (53 years),0
CHIP:SRSF4:HepG2,0
CHIP:HCFC1:MCF-7,0
CHIP:H3K4me3:esophagus female adult (30 years),0
CHIP:H3K9me3:gastrocnemius medialis male adult (54 years),0
CHIP:CTCF:breast epithelium male adult (54 years),0
CHIP:CBFA2T3:K562,0
CHIP:H3K36me3:stomach female embryo (98 days),0
CHIP:H2AFZ:MM.1S,0
CHIP:CTCF:tibial artery male adult (37 years),0
CHIP:H3K9me3:thyroid gland male adult (54 years),0
CHIP:CBFA2T2:K562,0.003441
CHIP:CLOCK:MCF-7,0
CHIP:POLR2A:heart left ventricle female adult (51 year),0
CHIP:H3K4me1:psoas muscle male child (3 years),0
CHIP:H3K9me2:GM23338 male adult (53 years) originated from GM23248,-0.013452
CHIP:ZNF592:MCF-7,0
CHIP:H3K9ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:eGFP-ZNF530:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me2:OCI-LY3,0
CHIP:NFIB:MCF-7,0
CHIP:EZH2phosphoT487:PC-9,0
CHIP:H3K27me3:CD4-positive; alpha-beta memory T cell,0
CHIP:H3K4me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years),0.015537
CHIP:H3K4me3:foreskin keratinocyte male newborn,0
CHIP:EZH2:MM.1S,0
CHIP:H2AK5ac:H1-hESC,0
CHIP:3xFLAG-RAD21:MCF-7 genetically modified using CRISPR,0
CHIP:H3K9me3:iPS DF 19.11 male newborn,0
CHIP:3xFLAG-ZGPAT:HepG2 genetically modified using CRISPR,0
CHIP:EP300:transverse colon female adult (51 year),0
CHIP:eGFP-ZSCAN23:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K79me2:PC-9,0.05371
CHIP:eGFP-ZBTB11:K562 genetically modified using CRISPR,0
CHIP:H4K5ac:IMR-90,0
CHIP:SMARCA5:GM12878,0
CHIP:H3K4me1:ascending aorta female adult (53 years),0
CHIP:eGFP-MYNN:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:NFE2L2:HeLa-S3,0
CHIP:NR2F6:K562,-0.00175
CHIP:H3K27me3:foreskin melanocyte male newborn,0
CHIP:eGFP-E2F5:K562 genetically modified using CRISPR,0
CHIP:MGA:K562,0
CHIP:NCOA1:K562,0
CHIP:eGFP-ZNF837:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:HDAC1:K562,0
CHIP:PKNOX1:GM12878,0
CHIP:3xFLAG-ZSCAN9:HepG2 genetically modified using CRISPR,0
CHIP:H3K9me3:heart embryo (101 day),0
CHIP:H3K27me3:layer of hippocampus male adult (81 year),0
CHIP:3xFLAG-ZNF146:K562 genetically modified using CRISPR,0
CHIP:H3K79me2:IMR-90,0
CHIP:CTCF:cardiac muscle cell,0
CHIP:H3K4me1:colonic mucosa female adult (56 years),0
CHIP:POLR2AphosphoS5:transverse colon female adult (53 years),0
CHIP:POLR2AphosphoS5:stomach female adult (51 year),0.006862
CHIP:H3K36me3:neural cell,0
CHIP:H3K4me3:CD4-positive; alpha-beta T cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:eGFP-PRDM2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF664:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me3:muscle of trunk female embryo (115 days),0
CHIP:H3K27ac:A673,0
CHIP:ETV4:HepG2,0
CHIP:DPF2:K562,0
CHIP:H3K4me3:adrenal gland male embryo (97 days),0
CHIP:eGFP-ZNF362:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-SOX13:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:H3K27ac:thyroid gland female adult (53 years),0
CHIP:H3K36me3:T-cell male adult (21 year),0.022838
CHIP:H3K4me3:kidney male adult (67 years),0
CHIP:H3K4me3:H9 genetically modified using stable transfection,0
CHIP:H3K4me3:temporal lobe male adult (81 year),-0.0447
CHIP:H3K36me3:germinal matrix male embryo (20 weeks),0
CHIP:H3K27ac:placenta male embryo (16 weeks),0
CHIP:H3K27ac:vagina female adult (53 years),0
CHIP:RLF:K562,0
CHIP:H3K9me3:body of pancreas female adult (53 years),0
CHIP:H3K27ac:KOPT-K1,0
CHIP:H3K14ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:E2F1:K562,0
CHIP:H3K27me3:psoas muscle male adult (34 years),0.004299
CHIP:CTCF:prostate gland male adult (37 years),0
CHIP:H4K20me1:neural progenitor cell originated from H9,0
CHIP:CTCF:sigmoid colon male adult (37 years),0
CHIP:H4K8ac:mesendoderm originated from H1-hESC,0
CHIP:eGFP-ZSCAN18:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:ascending aorta female adult (53 years),-0.054454
CHIP:POLR2A:sigmoid colon female adult (51 year),0
CHIP:SAFB2:K562,0
CHIP:H3K27ac:CD4-positive; alpha-beta memory T cell,0
CHIP:H3K4me1:angular gyrus female adult (75 years),0
CHIP:LARP7:MCF-7,0
CHIP:TCF12:GM12878,0
CHIP:H3K27ac:spleen female adult (53 years),0
CHIP:H3K27me3:PC-9,0
CHIP:H3K27ac:substantia nigra male adult (81 year),0.008466
CHIP:H3K4me1:ACC112,0
CHIP:CTCF:lower leg skin female adult (51 year),0
CHIP:eGFP-ZNF34:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:neurosphere female embryo (17 weeks) originated from cortex,0
CHIP:H3K27me3:lung female embryo (82 days),0
CHIP:H3K9me3:lung female adult (30 years),0
CHIP:H3K36me3:fibroblast of breast female adult (17 years),0.019964
CHIP:eGFP-ZIC2:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.012943
CHIP:H4K20me1:H1-hESC,0
CHIP:H3K27ac:GM23338 male adult (53 years) originated from GM23248,0
CHIP:H3K27ac:iPS-20b male adult (55 years),0
CHIP:POLR2A:spleen male adult (37 years),0
CHIP:eGFP-ZNF644:K562 genetically modified using stable transfection,0
CHIP:SP1:MCF-7,0
CHIP:H4K20me1:H9,0
CHIP:H3K4me1:ES-I3,-0.010721
CHIP:MNT:HepG2,0
CHIP:eGFP-ZSCAN5C:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:mucosa of rectum female adult (50 years),0.009674
CHIP:E4F1:K562,0
CHIP:H3K36me3:common myeloid progenitor; CD34-positive female adult (27 years),0
CHIP:H3K27me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years),0
CHIP:H2AK5ac:neural stem progenitor cell originated from H1-hESC,0.005464
CHIP:NKRF:GM12878,0
CHIP:H3K27me3:CD4-positive; alpha-beta T cell male adult (21 year),0.007329
CHIP:H3K9me3:common myeloid progenitor; CD34-positive female adult (27 years),0.009363
CHIP:H3K23ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:H2BK15ac:H9,0
CHIP:H3K36me3:UCSF-4,0.023102
CHIP:POLR2A:esophagus squamous epithelium male adult (54 years),-0.010924
CHIP:FOXA1:liver male adult (32 years),0
CHIP:H3K27ac:Parathyroid adenoma male adult (62 years),0
CHIP:H3K27ac:gastrocnemius medialis female adult (53 years),0
CHIP:EGR1:liver male adult (32 years),0
CHIP:H3K36me3:ascending aorta female adult (51 year),0
CHIP:H3K36me3:cingulate gyrus male adult (81 year),0
CHIP:eGFP-ZNF148:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:MYNN:K562,0
CHIP:H3K9me3:sigmoid colon male adult (34 years),0
CHIP:eGFP-ZNF740:K562 genetically modified using stable transfection,0
CHIP:H2BK12ac:H9,0
CHIP:H3K4me3:thymus male child (3 years),0
CHIP:eGFP-ZNF449:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27ac:upper lobe of left lung female adult (53 years),0
CHIP:H2BK15ac:H1-hESC,0
CHIP:TBX21:GM12878,0
CHIP:H3K4me2:GM23338 male adult (53 years) originated from GM23248,0
CHIP:eGFP-BACH1:K562 genetically modified using stable transfection,0
CHIP:H2BK5ac:H9,0
CHIP:H3K9me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence,0
CHIP:H3K79me2:ACC112,0
CHIP:H3K27ac:DOHH2,0
CHIP:NR2C1:K562,0
CHIP:ZNF282:K562,0
CHIP:H3K27ac:stomach female embryo (96 days),0
CHIP:H3K27me3:iPS-18a female adult (48 years),0
CHIP:H3K36me3:esophagus muscularis mucosa female adult (53 years),0
CHIP:TCF12:K562,0
CHIP:CTCF:thyroid gland female adult (53 years),0
CHIP:3xFLAG-GMEB2:HepG2 genetically modified using CRISPR,0.005691
CHIP:H3K9me3:mesenchymal stem cell originated from H1-hESC,0
CHIP:H3K36me3:trophoblast female embryo (20 weeks),0
CHIP:H3K9me3:duodenal mucosa male adult (59 years),0
CHIP:NFXL1:GM12878,-0.025717
CHIP:H3K27me3:chorionic villus male embryo (38 weeks),0
CHIP:H3K27me3:A673,-0.003951
CHIP:H3K27ac:ectodermal cell originated from embryonic stem cell,0
CHIP:H3K4me3:pancreas male adult (34 years),0
CHIP:H4K20me1:OCI-LY7,-0.053778
CHIP:H3K27me3:thyroid gland male adult (37 years),0
CHIP:H3K4me3:prostate male adult (54 years),0
CHIP:H3K27ac:body of pancreas female adult (53 years),0
CHIP:H3K36me3:transverse colon male adult (37 years),0
CHIP:H3K9me3:colonic mucosa female adult (56 years),0
CHIP:eGFP-NR2C2:K562 genetically modified using stable transfection,0.000003
CHIP:H3K9me3:effector memory CD4-positive; alpha-beta T cell,0
CHIP:CHD4:GM12878,0
CHIP:H3K36me3:sigmoid colon male child (3 years),0
CHIP:eGFP-ZNF112:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:ZNF282:HepG2,0
CHIP:H3K27ac:MCF-7,0
CHIP:TARDBP:HEK293T,0
CHIP:H2AK5ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:POLR2A:ovary female adult (53 years),0
CHIP:SKI:HepG2,0
CHIP:eGFP-ZNF529:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:H9 genetically modified using stable transfection,0
CHIP:SNRNP70:K562,0.026884
CHIP:CTCF:suprapubic skin female adult (51 year),0
CHIP:H3K9ac:muscle layer of colon female adult (77 years),0
CHIP:CTCF:esophagus squamous epithelium female adult (53 years),0
CHIP:CTCF:OCI-LY3,0
CHIP:3xFLAG-KLF6:HepG2 genetically modified using CRISPR,0
CHIP:SUZ12:MCF-7,0
CHIP:HMBOX1:K562,0
CHIP:H3K9me3:hepatocyte originated from H9,0
CHIP:H3K27ac:MM.1S,0
CHIP:3xFLAG-BCL6:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-PRDM12:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:body of pancreas male adult (37 years),0
CHIP:H3K36me3:adrenal gland male embryo (97 days),0
CHIP:ARNT:HEK293T,0.047216
CHIP:KLF16:K562,0
CHIP:H4K20me1:Loucy,-0.038158
CHIP:H3K9ac:stomach smooth muscle female adult (84 years),0.009942
CHIP:H3K27me3:MCF-7,-0.009625
CHIP:H3K27me3:kidney female embryo (120 days),0
CHIP:ZNF512B:MCF-7,0
CHIP:EP300:transverse colon female adult (53 years),0
CHIP:H3K4me3:thyroid gland female adult (53 years),0
CHIP:eGFP-ZNF658:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CTCF:subcutaneous adipose tissue female adult (53 years),0
CHIP:H3K4me1:thymus male child (3 years),0
CHIP:H3K27ac:prostate male adult (54 years),0
CHIP:ZNF217:GM12878,0
CHIP:H4K20me1:PC-3,0
CHIP:RBM39:K562,0
CHIP:H3K4me1:germinal matrix male embryo (20 weeks),0
CHIP:NR0B1:K562,0
CHIP:3xFLAG-DRAP1:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:neurosphere embryo (15 weeks) originated from ganglionic eminence,0
CHIP:H3K4me3:skeletal muscle tissue female adult (72 years),0
CHIP:H3K9me3:chorionic villus male embryo (16 weeks),0
CHIP:H3K4me1:chorion male embryo (16 weeks),0
CHIP:eGFP-ZNF555:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9ac:temporal lobe female adult (75 years),0
CHIP:H3K56ac:H1-hESC,0
CHIP:eGFP-ZNF324:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-OVOL3:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:B cell male adult (37 years),-0.0455
CHIP:eGFP-ZSCAN30:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27ac:PC-9,0
CHIP:H3K27me3:adipocyte originated from mesenchymal stem cell,0
CHIP:eGFP-AEBP2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:CD4-positive; alpha-beta T cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:CTCF:transverse colon female adult (53 years),0
CHIP:3xFLAG-ELF3:HepG2 genetically modified using CRISPR,0
CHIP:H3K27me3:mucosa of stomach male adult (59 years),0
CHIP:CTCF:adrenal gland female adult (53 years),0
CHIP:eGFP-BCL11B:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:breast epithelium female adult (53 years),0
CHIP:SUZ12:HepG2,0
CHIP:H3F3A:SU-DHL-6,-0.01873
CHIP:H3K27ac:tibial nerve female adult (53 years),0
CHIP:eGFP-RELA:K562 genetically modified using stable transfection,-0.009952
CHIP:CTCF:esophagus squamous epithelium female adult (53 years),0
CHIP:EP300:suprapubic skin male adult (54 years),0
CHIP:eGFP-ZBTB7A:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:small intestine male embryo (108 days),0
CHIP:H3K27me3:body of pancreas male adult (54 years),0
CHIP:H3K36me3:CD4-positive; alpha-beta T cell male adult (37 years),0
CHIP:H3K27ac:muscle of trunk female embryo (115 days),0
CHIP:H3K36me3:HUES48,0
CHIP:eGFP-ZNF791:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2A:stomach male adult (37 years),0
CHIP:CTCF:stomach female adult (53 years),0
CHIP:ZFP36:K562,0
CHIP:H3K4me1:gastrocnemius medialis female adult (53 years),0
CHIP:H3K27ac:thymus female embryo (110 days),0
CHIP:eGFP-ZNF645:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF577:HEK293 genetically modified using site-specific recombination originated from HEK293,0
